diss,time,axisTau,region,field,norm2,proper_volume,weighted,magnitude,weighted_rho,weighted_z,magnitude_rho,magnitude_z
0.02,0.25239728765678654,0.1554455752226037,R8,H,0.0003434724546921962,6871.950940468328,1.3546145686459728e-06,0.00354052078910172,5.34375,-0.21875,5.40625,0.0
0.02,0.25239728765678654,0.1554455752226037,R8,M,3.527031700752657e-05,6871.950940468328,1.1552493139170229e-07,0.0010407227417975112,5.5625,-0.03125,5.5625,0.0
0.02,0.25239728765678654,0.1554455752226037,R8,Z,2.0814750652146495e-05,6871.950940468328,2.827704189805636e-08,0.0005078252771820029,5.03125,-0.25,5.03125,-0.25
0.02,0.25239728765678654,0.1554455752226037,R12,C,0.00046403764771334036,17565.943550966404,1.4986811969269657e-06,0.0037118828631635807,5.46875,-0.0625,5.46875,-0.0625
0.02,0.25239728765678654,0.1554455752226037,R12,H,0.00034347262771400967,17565.943550966404,1.3546145686459728e-06,0.00354052078910172,5.34375,-0.21875,5.40625,0.0
0.02,0.25239728765678654,0.1554455752226037,R12,M,3.527042967987827e-05,17565.943550966404,1.1552493139170229e-07,0.0010407227417975112,5.5625,-0.03125,5.5625,0.0
0.02,0.25239728765678654,0.1554455752226037,R12,Z,2.0814848019541498e-05,17565.943550966404,2.827704189805636e-08,0.0005078252771820029,5.03125,-0.25,5.03125,-0.25
0.02,0.25239728765678654,0.1554455752226037,full,C,0.0004666079722522532,47760.84514656392,1.4986811969269657e-06,0.0037118828631635807,5.46875,-0.0625,5.46875,-0.0625
0.02,0.25239728765678654,0.1554455752226037,full,H,0.00034547945223033374,47760.84514656392,1.3546145686459728e-06,0.00354052078910172,5.34375,-0.21875,5.40625,0.0
0.02,0.25239728765678654,0.1554455752226037,full,M,3.5761108565572194e-05,47760.84514656392,1.1552493139170229e-07,0.0010407227417975112,5.5625,-0.03125,5.5625,0.0
0.02,0.25239728765678654,0.1554455752226037,full,Z,2.0832971926180677e-05,47760.84514656392,2.827704189805636e-08,0.0005078252771820029,5.03125,-0.25,5.03125,-0.25
0.02,0.5040083378180226,0.3104069574995065,R4,C,5.962575452747945e-07,1131.9545958666831,1.005178859465627e-08,0.00019206960261003005,3.9375,-0.125,4.0,0.0
0.02,0.5040083378180226,0.3104069574995065,R4,H,4.3588371181684036e-08,1131.9545958666831,1.462766629907204e-09,9.329168096883222e-05,3.9375,0.5,4.0,0.0
0.02,0.5040083378180226,0.3104069574995065,R4,M,3.0776849346632424e-08,1131.9545958666831,1.248753454335568e-09,5.87141508953517e-05,3.9375,-0.125,3.9375,0.0
0.02,0.5040083378180226,0.3104069574995065,R4,Z,1.251244822341851e-07,1131.9545958666831,2.123289343919348e-09,7.949691150220232e-05,3.9375,-0.0625,4.0,0.0
0.02,0.5040083378180226,0.3104069574995065,R8,C,9.998511849006438e-05,6871.7121551524015,1.8102493929618964e-06,0.0018095671735471658,5.1875,-0.0625,5.1875,-0.0625
0.02,0.5040083378180226,0.3104069574995065,R8,H,3.700045995766245e-05,6871.7121551524015,1.6364357735706353e-06,0.0017205012263730168,5.1875,-0.0625,5.1875,-0.0625
0.02,0.5040083378180226,0.3104069574995065,R8,M,1.5013331446292741e-05,6871.7121551524015,2.686924980170914e-07,0.0006991736113596841,5.375,-0.125,5.375,-0.125
0.02,0.5040083378180226,0.3104069574995065,R8,Z,1.0548448267667087e-05,6871.7121551524015,3.35397835569716e-08,0.00025383021307383454,4.8125,-0.3125,4.8125,-0.3125
0.02,0.5040083378180226,0.3104069574995065,R12,C,9.99881173015794e-05,17565.736642209984,1.8102493929618964e-06,0.0018095671735471658,5.1875,-0.0625,5.1875,-0.0625
0.02,0.5040083378180226,0.3104069574995065,R12,H,3.700153005489305e-05,17565.736642209984,1.6364357735706353e-06,0.0017205012263730168,5.1875,-0.0625,5.1875,-0.0625
0.02,0.5040083378180226,0.3104069574995065,R12,M,1.5013860088176788e-05,17565.736642209984,2.686924980170914e-07,0.0006991736113596841,5.375,-0.125,5.375,-0.125
0.02,0.5040083378180226,0.3104069574995065,R12,Z,1.0548704557059e-05,17565.736642209984,3.35397835569716e-08,0.00025383021307383454,4.8125,-0.3125,4.8125,-0.3125
0.02,0.5040083378180226,0.3104069574995065,full,C,0.00010636971072706281,47760.71964692297,1.8102493929618964e-06,0.0018095671735471658,5.1875,-0.0625,5.1875,-0.0625
0.02,0.5040083378180226,0.3104069574995065,full,H,4.158655246495182e-05,47760.71964692297,1.6364357735706353e-06,0.0017205012263730168,5.1875,-0.0625,5.1875,-0.0625
0.02,0.5040083378180226,0.3104069574995065,full,M,1.6232832116079905e-05,47760.71964692297,2.686924980170914e-07,0.0006991736113596841,5.375,-0.125,5.375,-0.125
0.02,0.5040083378180226,0.3104069574995065,full,Z,1.0692433778775222e-05,47760.71964692297,3.35397835569716e-08,0.00025383021307383454,4.8125,-0.3125,4.8125,-0.3125
0.02,0.7515878356031671,0.4628855806542382,R4,C,7.289910232172526e-07,1121.4971914267437,1.3546443534006413e-08,0.00019543470476902374,3.9375,-0.0625,4.0,0.0
0.02,0.7515878356031671,0.4628855806542382,R4,H,1.3826407692726419e-08,1121.4971914267437,3.1111394625738295e-10,2.768399463093374e-05,3.8125,-0.0625,3.9375,0.0
0.02,0.7515878356031671,0.4628855806542382,R4,M,4.114037238196813e-08,1121.4971914267437,1.1061464590381694e-09,4.9947331994385496e-05,3.9375,-0.0625,3.9375,-0.0625
0.02,0.7515878356031671,0.4628855806542382,R4,Z,1.5947871307508226e-07,1121.4971914267437,2.9032097786293495e-09,9.390469182190907e-05,3.9375,-0.0625,4.0,0.0
0.02,0.7515878356031671,0.4628855806542382,R8,C,6.838452838984016e-05,6871.94730109521,6.909681463236212e-07,0.001354676533198643,5.125,-0.125,5.125,0.0
0.02,0.7515878356031671,0.4628855806542382,R8,H,2.1011589945031255e-05,6871.94730109521,4.208384541779284e-07,0.001156653044745326,5.125,0.0,5.125,0.0
0.02,0.7515878356031671,0.4628855806542382,R8,M,1.9588702670668338e-05,6871.94730109521,2.8263277618977794e-07,0.0006743377749534599,5.0625,-0.125,5.0625,0.0
0.02,0.7515878356031671,0.4628855806542382,R8,Z,4.8986309050037996e-06,6871.94730109521,1.0931393267645505e-08,0.00013922579060904306,4.75,-0.375,4.75,-0.375
0.02,0.7515878356031671,0.4628855806542382,R12,C,6.83910614178469e-05,17565.92368529536,6.909681463236212e-07,0.001354676533198643,5.125,-0.125,5.125,0.0
0.02,0.7515878356031671,0.4628855806542382,R12,H,2.101421256330932e-05,17565.92368529536,4.208384541779284e-07,0.001156653044745326,5.125,0.0,5.125,0.0
0.02,0.7515878356031671,0.4628855806542382,R12,M,1.958957340216121e-05,17565.92368529536,2.8263277618977794e-07,0.0006743377749534599,5.0625,-0.125,5.0625,0.0
0.02,0.7515878356031671,0.4628855806542382,R12,Z,4.899033432912916e-06,17565.92368529536,1.0931393267645505e-08,0.00013922579060904306,4.75,-0.375,4.75,-0.375
0.02,0.7515878356031671,0.4628855806542382,full,C,7.848222327089007e-05,47761.039186514,6.909681463236212e-07,0.001354676533198643,5.125,-0.125,5.125,0.0
0.02,0.7515878356031671,0.4628855806542382,full,H,2.7399296648212965e-05,47761.039186514,4.208384541779284e-07,0.001156653044745326,5.125,0.0,5.125,0.0
0.02,0.7515878356031671,0.4628855806542382,full,M,2.140275066383384e-05,47761.039186514,2.8263277618977794e-07,0.0006743377749534599,5.0625,-0.125,5.0625,0.0
0.02,0.7515878356031671,0.4628855806542382,full,Z,5.370084047910263e-06,47761.039186514,1.0931393267645505e-08,0.00013922579060904306,4.75,-0.375,4.75,-0.375
0.02,1.001964564307453,0.6170875106119276,R4,C,8.271296565656148e-07,1110.5061341752726,9.517510016593388e-09,0.00014958510903340276,3.8125,-0.0625,3.8125,-0.0625
0.02,1.001964564307453,0.6170875106119276,R4,H,8.53797986298419e-09,1110.5061341752726,1.619186501537422e-10,2.2329195417114533e-05,3.8125,-0.0625,4.0,0.0
0.02,1.001964564307453,0.6170875106119276,R4,M,6.050991119949882e-08,1110.5061341752726,1.025029100866824e-09,7.785496093073053e-05,3.9375,-0.125,4.0,0.0
0.02,1.001964564307453,0.6170875106119276,R4,Z,1.7735402070000373e-07,1110.5061341752726,2.0758711061653834e-09,7.044083879647825e-05,3.8125,-0.0625,3.8125,0.0
0.02,1.001964564307453,0.6170875106119276,R8,C,6.045246080245715e-05,6872.765638111767,6.032476745806243e-07,0.0009598696166633488,5.0,-0.0625,5.0,-0.0625
0.02,1.001964564307453,0.6170875106119276,R8,H,1.8323015170391148e-05,6872.765638111767,3.89012603726483e-07,0.0007787297945469618,4.9375,-0.0625,5.125,0.0
0.02,1.001964564307453,0.6170875106119276,R8,M,1.078836481868323e-05,6872.765638111767,1.5783826847536347e-07,0.0004909876526800224,5.0,-0.0625,5.0,-0.0625
0.02,1.001964564307453,0.6170875106119276,R8,Z,5.949326573045837e-06,6872.765638111767,4.252714384468932e-08,0.00025249117093771947,5.4375,-0.125,5.4375,-0.125
0.02,1.001964564307453,0.6170875106119276,R12,C,6.0465390816944675e-05,17566.42575689048,6.032476745806243e-07,0.0009598696166633488,5.0,-0.0625,5.0,-0.0625
0.02,1.001964564307453,0.6170875106119276,R12,H,1.8326690982648002e-05,17566.42575689048,3.89012603726483e-07,0.0007787297945469618,4.9375,-0.0625,5.125,0.0
0.02,1.001964564307453,0.6170875106119276,R12,M,1.0789284723788606e-05,17566.42575689048,1.5783826847536347e-07,0.0004909876526800224,5.0,-0.0625,5.0,-0.0625
0.02,1.001964564307453,0.6170875106119276,R12,Z,5.950289720994229e-06,17566.42575689048,4.252714384468932e-08,0.00025249117093771947,5.4375,-0.125,5.4375,-0.125
0.02,1.001964564307453,0.6170875106119276,full,C,7.540630670212241e-05,47761.72757637184,6.032476745806243e-07,0.0009598696166633488,5.0,-0.0625,5.0,-0.0625
0.02,1.001964564307453,0.6170875106119276,full,H,2.6391304447571847e-05,47761.72757637184,3.89012603726483e-07,0.0007787297945469618,4.9375,-0.0625,5.125,0.0
0.02,1.001964564307453,0.6170875106119276,full,M,1.323882513707941e-05,47761.72757637184,1.5783826847536347e-07,0.0004909876526800224,5.0,-0.0625,5.0,-0.0625
0.02,1.001964564307453,0.6170875106119276,full,Z,7.051956008496217e-06,47761.72757637184,4.252714384468932e-08,0.00025249117093771947,5.4375,-0.125,5.4375,-0.125
0.02,1.2559825348492695,0.7735332934885227,R4,C,6.665454752187003e-07,1100.9704194309845,1.1472284740923249e-08,0.00017034349998609085,3.9375,-0.0625,4.0,0.0
0.02,1.2559825348492695,0.7735332934885227,R4,H,4.9652081613952796e-08,1100.9704194309845,1.3491369066602935e-09,5.693268758477643e-05,3.875,0.8125,3.875,0.8125
0.02,1.2559825348492695,0.7735332934885227,R4,M,8.231509815745659e-08,1100.9704194309845,1.361619941318623e-09,5.44270476288985e-05,3.9375,-0.0625,3.9375,-0.0625
0.02,1.2559825348492695,0.7735332934885227,R4,Z,1.1715755931775338e-07,1100.9704194309845,2.19140133240721e-09,7.524972799123476e-05,3.9375,-0.0625,4.0,0.0
0.02,1.2559825348492695,0.7735332934885227,R8,C,7.896213130647129e-05,6873.902179065083,6.71931117976538e-07,0.0009953575640195074,5.0625,-0.0625,5.0625,-0.0625
0.02,1.2559825348492695,0.7735332934885227,R8,H,1.798464261901022e-05,6873.902179065083,3.6090941668602746e-07,0.0007294841343536973,5.0625,-0.0625,5.0625,-0.0625
0.02,1.2559825348492695,0.7735332934885227,R8,M,1.0096175310969295e-05,6873.902179065083,1.54447394393061e-07,0.00047482773462343813,5.125,-0.0625,5.125,-0.0625
0.02,1.2559825348492695,0.7735332934885227,R8,Z,1.1444784423777196e-05,6873.902179065083,7.528578730098033e-08,0.0003339207539048534,5.4375,-0.25,5.4375,-0.25
0.02,1.2559825348492695,0.7735332934885227,R12,C,7.899002296332073e-05,17566.663959597274,6.71931117976538e-07,0.0009953575640195074,5.0625,-0.0625,5.0625,-0.0625
0.02,1.2559825348492695,0.7735332934885227,R12,H,1.7988277919741445e-05,17566.663959597274,3.6090941668602746e-07,0.0007294841343536973,5.0625,-0.0625,5.0625,-0.0625
0.02,1.2559825348492695,0.7735332934885227,R12,M,1.0098307030633194e-05,17566.663959597274,1.54447394393061e-07,0.00047482773462343813,5.125,-0.0625,5.125,-0.0625
0.02,1.2559825348492695,0.7735332934885227,R12,Z,1.1448441000577588e-05,17566.663959597274,7.528578730098033e-08,0.0003339207539048534,5.4375,-0.25,5.4375,-0.25
0.02,1.2559825348492695,0.7735332934885227,full,C,0.00010062309287744688,47762.20796065128,6.71931117976538e-07,0.0009953575640195074,5.0625,-0.0625,5.0625,-0.0625
0.02,1.2559825348492695,0.7735332934885227,full,H,2.7873546924705942e-05,47762.20796065128,3.6090941668602746e-07,0.0007294841343536973,5.0625,-0.0625,5.0625,-0.0625
0.02,1.2559825348492695,0.7735332934885227,full,M,1.3186398076318701e-05,47762.20796065128,1.54447394393061e-07,0.00047482773462343813,5.125,-0.0625,5.125,-0.0625
0.02,1.2559825348492695,0.7735332934885227,full,Z,1.360343121028794e-05,47762.20796065128,7.528578730098033e-08,0.0003339207539048534,5.4375,-0.25,5.4375,-0.25
0.02,1.502009723274411,0.9250600167314654,R4,C,1.0416965259475888e-06,1094.135005799162,1.0212931628671777e-08,0.00014970457359412385,3.875,-0.0625,4.0,0.0
0.02,1.502009723274411,0.9250600167314654,R4,H,7.154553235203391e-08,1094.135005799162,1.4146776545196224e-09,6.104978092480451e-05,3.6875,-1.125,3.6875,-1.125
0.02,1.502009723274411,0.9250600167314654,R4,M,1.0461429999667528e-07,1094.135005799162,1.7898178631891356e-09,8.535736321671315e-05,3.9375,-0.125,4.0,0.0
0.02,1.502009723274411,0.9250600167314654,R4,Z,1.956116801697999e-07,1094.135005799162,1.907562638075893e-09,6.644668884045564e-05,3.8125,-0.0625,3.75,0.0
0.02,1.502009723274411,0.9250600167314654,R8,C,9.702787872071227e-05,6874.882552871781,6.761858339503583e-07,0.0010882817073878644,5.0,-0.125,5.0,0.0
0.02,1.502009723274411,0.9250600167314654,R8,H,1.7970189288407857e-05,6874.882552871781,2.71482214061008e-07,0.0007748423959128559,5.0,-0.125,5.0,0.0
0.02,1.502009723274411,0.9250600167314654,R8,M,1.2612412512701707e-05,6874.882552871781,1.9081488017945594e-07,0.0005331139657403961,5.0625,-0.125,5.0625,0.0
0.02,1.502009723274411,0.9250600167314654,R8,Z,1.5714806812188733e-05,6874.882552871781,7.190404813056153e-08,0.0003264915787301107,5.5625,-0.1875,5.5625,-0.25
0.02,1.502009723274411,0.9250600167314654,R12,C,9.709697563954252e-05,17565.867956729315,6.761858339503583e-07,0.0010882817073878644,5.0,-0.125,5.0,0.0
0.02,1.502009723274411,0.9250600167314654,R12,H,1.7976045800058457e-05,17565.867956729315,2.71482214061008e-07,0.0007748423959128559,5.0,-0.125,5.0,0.0
0.02,1.502009723274411,0.9250600167314654,R12,M,1.2619707394871984e-05,17565.867956729315,1.9081488017945594e-07,0.0005331139657403961,5.0625,-0.125,5.0625,0.0
0.02,1.502009723274411,0.9250600167314654,R12,Z,1.5726606953968234e-05,17565.867956729315,7.190404813056153e-08,0.0003264915787301107,5.5625,-0.1875,5.5625,-0.25
0.02,1.502009723274411,0.9250600167314654,full,C,0.0001273599710066694,47761.69696819941,6.761858339503583e-07,0.0010882817073878644,5.0,-0.125,5.0,0.0
0.02,1.502009723274411,0.9250600167314654,full,H,2.971273080537045e-05,47761.69696819941,2.71482214061008e-07,0.0007748423959128559,5.0,-0.125,5.0,0.0
0.02,1.502009723274411,0.9250600167314654,full,M,1.6346734709041766e-05,47761.69696819941,1.9081488017945594e-07,0.0005331139657403961,5.0625,-0.125,5.0625,0.0
0.02,1.502009723274411,0.9250600167314654,full,Z,1.9409088077070082e-05,47761.69696819941,7.190404813056153e-08,0.0003264915787301107,5.5625,-0.1875,5.5625,-0.25
0.02,1.7567424898220665,1.081952573280081,R4,C,1.1303435958482862e-06,1089.1361613876918,7.631011730071802e-09,0.00013483660852647443,3.875,-0.125,3.875,0.0
0.02,1.7567424898220665,1.081952573280081,R4,H,9.245242644083819e-08,1089.1361613876918,1.0785166009071178e-09,5.5012777011143044e-05,3.625,-1.5,3.625,-1.5
0.02,1.7567424898220665,1.081952573280081,R4,M,1.2893067472874417e-07,1089.1361613876918,2.1944625022448146e-09,6.792350395124065e-05,3.9375,-0.1875,3.9375,-0.1875
0.02,1.7567424898220665,1.081952573280081,R4,Z,2.0310855111170343e-07,1089.1361613876918,1.3505301974383184e-09,5.570946338311255e-05,3.75,-0.0625,3.75,0.0
0.02,1.7567424898220665,1.081952573280081,R8,C,0.00010500269276469851,6875.420492605719,7.376942820454989e-07,0.0010577356896963486,4.9375,-0.0625,4.9375,-0.0625
0.02,1.7567424898220665,1.081952573280081,R8,H,2.0181805571710936e-05,6875.420492605719,3.4961663219582914e-07,0.0007281737052835524,4.9375,-0.0625,4.9375,-0.0625
0.02,1.7567424898220665,1.081952573280081,R8,M,1.4241280697172511e-05,6875.420492605719,2.0853439876650353e-07,0.0005623773253152253,4.9375,-0.0625,4.9375,-0.0625
0.02,1.7567424898220665,1.081952573280081,R8,Z,1.6715233651484745e-05,6875.420492605719,5.370571877689551e-08,0.0002861488448460472,5.625,-0.3125,5.0,-0.3125
0.02,1.7567424898220665,1.081952573280081,R12,C,0.0001051957576244513,17563.31362813119,7.376942820454989e-07,0.0010577356896963486,4.9375,-0.0625,4.9375,-0.0625
0.02,1.7567424898220665,1.081952573280081,R12,H,2.0211395198038347e-05,17563.31362813119,3.4961663219582914e-07,0.0007281737052835524,4.9375,-0.0625,4.9375,-0.0625
0.02,1.7567424898220665,1.081952573280081,R12,M,1.4272467214186627e-05,17563.31362813119,2.0853439876650353e-07,0.0005623773253152253,4.9375,-0.0625,4.9375,-0.0625
0.02,1.7567424898220665,1.081952573280081,R12,Z,1.67440353844962e-05,17563.31362813119,5.370571877689551e-08,0.0002861488448460472,5.625,-0.3125,5.0,-0.3125
0.02,1.7567424898220665,1.081952573280081,full,C,0.00014703329009176913,47759.489242872034,7.376942820454989e-07,0.0010577356896963486,4.9375,-0.0625,4.9375,-0.0625
0.02,1.7567424898220665,1.081952573280081,full,H,3.389850099849685e-05,47759.489242872034,3.4961663219582914e-07,0.0007281737052835524,4.9375,-0.0625,4.9375,-0.0625
0.02,1.7567424898220665,1.081952573280081,full,M,1.868809083092579e-05,47759.489242872034,2.0853439876650353e-07,0.0005623773253152253,4.9375,-0.0625,4.9375,-0.0625
0.02,1.7567424898220665,1.081952573280081,full,Z,2.264905128659657e-05,47759.489242872034,5.370571877689551e-08,0.0002861488448460472,5.625,-0.3125,5.0,-0.3125
0.02,2.0041327005191922,1.2343289578220378,R4,C,1.1527743364206123e-06,1085.6717678932246,7.731080138490425e-09,0.00013123498600269405,3.8125,-0.0625,3.75,0.0
0.02,2.0041327005191922,1.2343289578220378,R4,H,1.0961565370243747e-07,1085.6717678932246,1.202847780829054e-09,5.138410779181868e-05,3.9375,-0.0625,3.5,-1.8125
0.02,2.0041327005191922,1.2343289578220378,R4,M,1.5556582588606952e-07,1085.6717678932246,1.649922150986318e-09,6.0055491673137574e-05,3.8125,-0.0625,3.8125,-0.0625
0.02,2.0041327005191922,1.2343289578220378,R4,Z,1.9627817879656168e-07,1085.6717678932246,1.2998307195811996e-09,5.430628585938776e-05,3.75,-0.0625,3.75,0.0
0.02,2.0041327005191922,1.2343289578220378,R8,C,0.00010686032000933494,6875.166695692423,5.693178370177061e-07,0.0010037778952231475,4.875,-0.125,4.875,0.0
0.02,2.0041327005191922,1.2343289578220378,R8,H,2.3007312511993705e-05,6875.166695692423,2.637662344406999e-07,0.0007101767114363611,4.875,-0.125,4.875,0.0
0.02,2.0041327005191922,1.2343289578220378,R8,M,1.619813013467514e-05,6875.166695692423,1.7857859079963277e-07,0.0005594832963506089,4.875,-0.125,4.875,0.0
0.02,2.0041327005191922,1.2343289578220378,R8,Z,1.5705910985621157e-05,6875.166695692423,3.751998775742597e-08,0.00024367526963041676,4.9375,-0.375,4.9375,-0.375
0.02,2.0041327005191922,1.2343289578220378,R12,C,0.0001084557344315407,17558.791238573933,5.693178370177061e-07,0.0010037778952231475,4.875,-0.125,4.875,0.0
0.02,2.0041327005191922,1.2343289578220378,R12,H,2.323181148737191e-05,17558.791238573933,2.637662344406999e-07,0.0007101767114363611,4.875,-0.125,4.875,0.0
0.02,2.0041327005191922,1.2343289578220378,R12,M,1.627503307533882e-05,17558.791238573933,1.7857859079963277e-07,0.0005594832963506089,4.875,-0.125,4.875,0.0
0.02,2.0041327005191922,1.2343289578220378,R12,Z,1.6020349392037264e-05,17558.791238573933,3.751998775742597e-08,0.00024367526963041676,4.9375,-0.375,4.9375,-0.375
0.02,2.0041327005191922,1.2343289578220378,full,C,0.00016474366477390177,47755.35291084758,5.693178370177061e-07,0.0010037778952231475,4.875,-0.125,4.875,0.0
0.02,2.0041327005191922,1.2343289578220378,full,H,3.89400346579274e-05,47755.35291084758,2.637662344406999e-07,0.0007101767114363611,4.875,-0.125,4.875,0.0
0.02,2.0041327005191922,1.2343289578220378,full,M,2.13998586993298e-05,47755.35291084758,1.7857859079963277e-07,0.0005594832963506089,4.875,-0.125,4.875,0.0
0.02,2.0041327005191922,1.2343289578220378,full,Z,2.4839554463172628e-05,47755.35291084758,3.751998775742597e-08,0.00024367526963041676,4.9375,-0.375,4.9375,-0.375
0.02,2.2528137941239863,1.387509142391019,R4,C,1.2160495197875166e-06,1083.0576716935886,8.079327196673181e-09,0.00022988453664666477,3.6875,-0.0625,4.0,0.0
0.02,2.2528137941239863,1.387509142391019,R4,H,1.779256599284389e-07,1083.0576716935886,6.261001175451841e-09,0.00019714482186827809,3.9375,0.125,4.0,0.0
0.02,2.2528137941239863,1.387509142391019,R4,M,1.523157858932537e-07,1083.0576716935886,1.275657586218804e-09,7.029481558462482e-05,3.75,-0.5,4.0,0.0
0.02,2.2528137941239863,1.387509142391019,R4,Z,1.9704755976664568e-07,1083.0576716935886,1.4459844940312955e-09,5.802170817400868e-05,3.6875,-0.0625,3.6875,0.0
0.02,2.2528137941239863,1.387509142391019,R8,C,0.00011090575131874619,6873.555145870445,5.817548549899907e-07,0.0009717407810890914,4.75,-0.0625,4.75,-0.0625
0.02,2.2528137941239863,1.387509142391019,R8,H,2.7301040443887278e-05,6873.555145870445,3.233417376541619e-07,0.000724454817827791,4.75,-0.0625,4.75,-0.0625
0.02,2.2528137941239863,1.387509142391019,R8,M,1.8822955999666068e-05,6873.555145870445,1.6604893060061782e-07,0.0005153875183933892,4.8125,-0.0625,4.8125,-0.0625
0.02,2.2528137941239863,1.387509142391019,R8,Z,1.4646212319613988e-05,6873.555145870445,7.624817502357873e-08,0.00038223443273604287,8.0,0.0,8.0,0.0
0.02,2.2528137941239863,1.387509142391019,R12,C,0.00012989937016932298,17552.14501782461,7.886889656105488e-07,0.0009717407810890914,8.0,-0.125,4.75,-0.0625
0.02,2.2528137941239863,1.387509142391019,R12,H,3.0172806086496125e-05,17552.14501782461,3.233417376541619e-07,0.000724454817827791,4.75,-0.0625,4.75,-0.0625
0.02,2.2528137941239863,1.387509142391019,R12,M,2.266225079318706e-05,17552.14501782461,1.7715653810909683e-07,0.0005153875183933892,8.0,-0.75,4.8125,-0.0625
0.02,2.2528137941239863,1.387509142391019,R12,Z,1.7462000146123178e-05,17552.14501782461,1.467564691544064e-07,0.00038223443273604287,8.0,-0.125,8.0,0.0
0.02,2.2528137941239863,1.387509142391019,full,C,0.00020447435319178434,47749.14314749489,7.886889656105488e-07,0.0009717407810890914,8.0,-0.125,4.75,-0.0625
0.02,2.2528137941239863,1.387509142391019,full,H,4.8029526522499005e-05,47749.14314749489,3.233417376541619e-07,0.000724454817827791,4.75,-0.0625,4.75,-0.0625
0.02,2.2528137941239863,1.387509142391019,full,M,2.8560585678175955e-05,47749.14314749489,1.7715653810909683e-07,0.0005153875183933892,8.0,-0.75,4.8125,-0.0625
0.02,2.2528137941239863,1.387509142391019,full,Z,3.0100239238058976e-05,47749.14314749489,1.467564691544064e-07,0.00038223443273604287,8.0,-0.125,8.0,0.0
0.02,2.5002524330555738,1.5399355241846155,R4,C,1.7480992288982187e-06,1080.958589476397,3.923953331568344e-08,0.0003761960175637576,3.9375,-0.0625,4.0,0.0
0.02,2.5002524330555738,1.5399355241846155,R4,H,4.631602979569767e-07,1080.958589476397,2.5141225306462994e-08,0.00027511961525306106,3.9375,-0.0625,4.0,0.0
0.02,2.5002524330555738,1.5399355241846155,R4,M,2.016962042498944e-07,1080.958589476397,5.177149583664743e-09,0.00014011179550657476,3.9375,-0.0625,4.0,0.0
0.02,2.5002524330555738,1.5399355241846155,R4,Z,2.459495954199168e-07,1080.958589476397,2.13097674081092e-09,0.00010333365563292596,3.9375,-0.0625,4.0,0.0
0.02,2.5002524330555738,1.5399355241846155,R8,C,0.00012945521502617062,6869.769413544675,4.879281495361865e-07,0.0009799661405439635,4.6875,-0.125,4.6875,0.0
0.02,2.5002524330555738,1.5399355241846155,R8,H,3.491138703800639e-05,6869.769413544675,2.7228987953972394e-07,0.0007483375957235694,4.6875,-0.125,4.6875,0.0
0.02,2.5002524330555738,1.5399355241846155,R8,M,2.805792755572158e-05,6869.769413544675,2.711818289169578e-07,0.0007185821668352381,7.9375,-0.5,7.9375,-0.5
0.02,2.5002524330555738,1.5399355241846155,R8,Z,1.4634438681422315e-05,6869.769413544675,3.053364774479147e-08,0.00024039144399947058,7.875,-0.0625,7.875,0.0
0.02,2.5002524330555738,1.5399355241846155,R12,C,0.0001874560907525615,17543.555316328668,1.3174292691038141e-06,0.0012194496663260454,8.25,-0.125,8.0,-0.875
0.02,2.5002524330555738,1.5399355241846155,R12,H,4.773910962402956e-05,17543.555316328668,4.611092413199689e-07,0.0007483375957235694,8.0,-1.5,4.6875,0.0
0.02,2.5002524330555738,1.5399355241846155,R12,M,4.5593315397952616e-05,17543.555316328668,9.014205751502517e-07,0.0011165616289926321,8.0,-0.875,8.0,-0.8125
0.02,2.5002524330555738,1.5399355241846155,R12,Z,2.128111167123753e-05,17543.555316328668,3.1169204131307566e-07,0.0003881377215284466,8.25,-0.125,8.25,0.0
0.02,2.5002524330555738,1.5399355241846155,full,C,0.0002846960612468501,47741.03515029537,1.3174292691038141e-06,0.0012194496663260454,8.25,-0.125,8.0,-0.875
0.02,2.5002524330555738,1.5399355241846155,full,H,6.791818328798952e-05,47741.03515029537,4.611092413199689e-07,0.0007483375957235694,8.0,-1.5,4.6875,0.0
0.02,2.5002524330555738,1.5399355241846155,full,M,5.2329613002165684e-05,47741.03515029537,9.014205751502517e-07,0.0011165616289926321,8.0,-0.875,8.0,-0.8125
0.02,2.5002524330555738,1.5399355241846155,full,Z,3.876511011954282e-05,47741.03515029537,3.1169204131307566e-07,0.0003881377215284466,8.25,-0.125,8.25,0.0
0.02,2.7526262553674243,1.6954169867614353,R4,C,3.337195204000892e-06,1079.0858405498716,8.053793988618802e-08,0.00043759875932406823,3.9375,-0.125,4.0,0.0
0.02,2.7526262553674243,1.6954169867614353,R4,H,1.1413678397375062e-06,1079.0858405498716,3.9879990185005906e-08,0.00030394605710171163,3.9375,-0.125,3.9375,0.0
0.02,2.7526262553674243,1.6954169867614353,R4,M,4.3911437453110126e-07,1079.0858405498716,1.1624687559330278e-08,0.00015938225729471316,3.9375,-0.125,3.9375,0.0
0.02,2.7526262553674243,1.6954169867614353,R4,Z,3.9918291084494525e-07,1079.0858405498716,6.683580925810259e-09,0.00014173173023964347,3.9375,-0.0625,4.0,0.0
0.02,2.7526262553674243,1.6954169867614353,R8,C,0.00015900755575023903,6863.446457217012,8.388921502543246e-07,0.0012662888596729042,7.875,-0.9375,7.875,-0.9375
